issue_number,url,title,input_sha256,retrieval_complete,truncated,reviewer,review_action,review_route,jev_status,jev_route,jev_reason,route_agrees,review_design,jev_design_probability,jev_design_label,review_agent_behavior,jev_agent_behavior_probability,jev_agent_behavior_label,review_memory,jev_memory_probability,jev_memory_label,review_cross_repo,jev_cross_repo_probability,jev_cross_repo_label,review_substance,jev_substance_probability,jev_substance_label,review_design_context,jev_design_context_probability,jev_design_context_label,review_reason,review_flags,review_evidence,input_file,request_file,review_file,result_file,response_file
4732,https://github.com/OpenHands/software-agent-sdk/issues/4732,Replace console.debug/console.error with injectable logger,4321998cdca9d55288abb062b1b5f9aabe8e3c0388c51473e3e75bebd38fc00c,True,False,field_notes_site,skip,skip,ok,write,relevant_with_substance,False,no,0.85,yes,no,0.16,no,no,0.05,no,no,0.21,no,no,0.78,yes,yes,0.89,yes,"The issue gives a complete, ordinary library-hygiene change: inject an optional logger and default to no-op. It does not present substantial architecture, agent behavior, memory or watched-repository integration.",[],"[{""text"": ""Default to a no-op logger."", ""supports"": [""design_context""]}]",inputs/group-3.json,requests/4732.json,reviews/group-3.json,results/4732.json,responses/4732/attempt-01.json
4734,https://github.com/OpenHands/software-agent-sdk/issues/4734,"Split LocalConversation (953 lines) into smaller, focused modules",81a8082186ef5272e29dc4957088a29e574f5de9e097f367bab936cf60da9ad7,True,False,field_notes_pipeline,skip,skip,ok,write,relevant_with_substance,False,no,0.88,yes,no,0.84,yes,no,0.64,no,no,0.12,no,no,0.71,yes,yes,0.85,yes,"This proposes extracting constants and independent classes to improve readability, with an optional runner extraction. It describes the maintenance goal adequately but gives no changed contract, failure mechanism, or consequential tradeoff beyond module size and testability.",[],"[{""text"": ""improves readability and testability."", ""supports"": [""design_context""]}]",inputs/group-2.json,requests/4734.json,reviews/group-2.json,results/4734.json,responses/4734/attempt-01.json
4735,https://github.com/OpenHands/software-agent-sdk/issues/4735,Add retry with exponential backoff to HttpClient,02b4e4fd7ce968d1a63ddcb8ad9ac02813d603c6827045367751b0f7e1a5cd72,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.9,yes,no,0.79,yes,no,0.03,no,no,0.13,no,yes,0.86,yes,yes,0.9,yes,The proposed retry contract distinguishes idempotent reads from writes and integrates cancellation and server retry hints. These boundaries offer more explanatory value than adding retries indiscriminately.,[],"[{""text"": ""Retry only idempotent requests (GET) by default, with opt-in for POST"", ""supports"": [""design"", ""substance"", ""design_context""]}]",inputs/group-1.json,requests/4735.json,reviews/group-1.json,results/4735.json,responses/4735/attempt-01.json
4736,https://github.com/OpenHands/software-agent-sdk/issues/4736,Deduplicate ConversationStateUpdateEvent definition,8ab4c2e1c5cc4c244d918ccd75b51a5ace4d6239fa45d4115fcb0b7d6ac34f24,True,False,field_notes_runtime,skip,skip,ok,skip,below_threshold,True,no,0.42,no,no,0.12,no,no,0.45,no,no,0.19,no,no,0.27,no,yes,0.92,yes,The duplicate type shapes and canonical replacement are explicit. The proposed consolidation is a routine local cleanup rather than a consequential design investigation.,"[""routine_but_clear""]","[{""text"": ""This is a one-line import change"", ""supports"": [""design_context""]}]",inputs/group-1.json,requests/4736.json,reviews/group-1.json,results/4736.json,responses/4736/attempt-01.json
4737,https://github.com/OpenHands/software-agent-sdk/issues/4737,Add limits and cancellation support to RemoteEventsList.getEvents(),28e3fcf975e4d2102b9c7de303e554afdaaf6baa1260c988500876c443e469fb,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.91,yes,no,0.85,yes,no,0.83,yes,no,0.19,no,yes,0.83,yes,yes,0.87,yes,"The event-list API promises slicing but performs unbounded retrieval first. Cancellation, server-side pagination and iterator alternatives expose a meaningful client API/resource-boundary tradeoff.",[],"[{""text"": ""only slice *after* all events are fetched."", ""supports"": [""design"", ""substance""]}]",inputs/group-1.json,requests/4737.json,reviews/group-1.json,results/4737.json,responses/4737/attempt-01.json
4739,https://github.com/OpenHands/software-agent-sdk/issues/4739,"Migrate LocalConversation.emitEvent() to typed events, remove legacy format",7b9551e1c909bb6482a28bc5e9bc452ea60d26fb513fe334275be6fcba5f0e33,True,False,field_notes_runtime,investigate,write,ok,skip,below_threshold,False,yes,0.76,yes,no,0.27,no,no,0.17,no,no,0.24,no,yes,0.66,no,yes,0.86,yes,"Two emission paths expose incompatible public callback shapes. Mapping legacy messages and pause signals into a coherent typed event contract is a useful interface-design question, even though the issue calls it low impact.",[],"[{""text"": ""Consumers receiving these events via callbacks get inconsistent shapes depending on which code path emitted them."", ""supports"": [""design"", ""substance"", ""design_context""]}]",inputs/group-2.json,requests/4739.json,reviews/group-2-tail.json,results/4739.json,responses/4739/attempt-01.json
4740,https://github.com/OpenHands/software-agent-sdk/issues/4740,Add unit tests for Remote* classes and LocalConversation,259c2c5b123e4cb9c12388cd002b0cded62ddd0efb30606ea48188f565e64eea,True,False,field_notes_runtime,skip,skip,ok,skip,below_threshold,True,no,0.49,no,no,0.72,yes,no,0.36,no,no,0.24,no,no,0.45,no,yes,0.87,yes,"The missing coverage and requested tests are clear, but this is a broad routine testing backlog rather than a described mechanism, behavioral finding or consequential design decision.","[""routine_but_clear""]","[{""text"": ""Add unit tests using a mock/stub `HttpClient`"", ""supports"": [""design_context""]}]",inputs/group-1.json,requests/4740.json,reviews/group-1.json,results/4740.json,responses/4740/attempt-01.json
4744,https://github.com/OpenHands/software-agent-sdk/issues/4744,Dependency management,c30063f801e2ef36dc1c385a7ebdcfb43c4c6200596e0a41a864d7c24db7349a,True,False,field_notes_site,skip,skip,ok,defer,uncertain_design_context,False,no,0.23,no,no,0.08,no,no,0.03,no,no,0.2,no,no,0.24,no,yes,0.69,no,A clear dependency-upgrade and exact-version policy is routine maintenance. The short description adequately states the requested behavior; it need not invent an architecture rationale.,[],"[{""text"": ""Do not use carat dependencies, pin exact versions"", ""supports"": [""design_context""]}]",inputs/group-3.json,requests/4744.json,reviews/group-3.json,results/4744.json,responses/4744/attempt-01.json
4756,https://github.com/OpenHands/software-agent-sdk/issues/4756,Add typed clients for the seven uncovered Agent Server operations,0ebdda0ceefc3208784d209a817976efbec5871119db79dff352837c04cc7f44,True,False,field_notes_runtime,investigate,write,ok,skip,below_threshold,False,yes,0.72,yes,no,0.27,no,no,0.15,no,no,0.6,no,yes,0.39,no,yes,0.84,yes,"The API coverage work raises concrete generated-contract, binary-response and browser-compatibility decisions. Historical TypeScript-client references do not establish a boundary between two of the three target repositories.","[""incidental_keyword""]","[{""text"": ""Use stable aliases derived from the generated Agent Server v1.38 contract; do not introduce duplicate handwritten request/response models."", ""supports"": [""design"", ""substance"", ""design_context""]}]",inputs/group-2.json,requests/4756.json,reviews/group-2-tail.json,results/4756.json,responses/4756/attempt-01.json
4758,https://github.com/OpenHands/software-agent-sdk/issues/4758,Discuss the future of the TypeScript local agent,30b2a058282d2a322a680c533a8e8dbd7cc720b3c9ec3a99e39c1c41dac62f9f,True,False,field_notes_pipeline,investigate,write,ok,defer,uncertain_design_context,False,yes,0.95,yes,yes,0.84,yes,no,0.36,no,no,0.26,no,yes,0.81,yes,yes,0.52,no,"This is a well-posed product/API boundary decision about maintaining a partial local agent versus isolating or removing it. Incomplete confirmation, persistence, and security support make the alternatives consequential rather than a routine package cleanup.",[],"[{""text"": ""This tracks the product/API decision before any future breaking cleanup."", ""supports"": [""design"", ""design_context""]}]",inputs/group-2.json,requests/4758.json,reviews/group-2.json,results/4758.json,responses/4758/attempt-01.json
4759,https://github.com/OpenHands/software-agent-sdk/issues/4759,[audit] Agent Server SDK main contract drift,9b0e621a5391cab149229279d6ebd6b31d30f86ee5e6d62b5bc6f09d0dce2882,True,False,field_notes_runtime,uncertain,defer,ok,defer,uncertain_design_context,True,unclear,0.54,no,unclear,0.15,no,unclear,0.04,no,unclear,0.69,yes,unclear,0.31,no,unclear,0.5,no,The supplied audit says only that one generated line changed and directs the reader to an external artifact. Neither the semantic contract change nor its design value can be judged from this input alone.,"[""external_context_only""]","[{""text"": ""review the generated diff."", ""supports"": [""design_context""]}]",inputs/group-1.json,requests/4759.json,reviews/group-1.json,results/4759.json,responses/4759/attempt-01.json
4760,https://github.com/OpenHands/software-agent-sdk/issues/4760,Feature: Expose title_generation_prompt on conversation start request type,a170b72fbba0736cedf1f51f7e606f2157d1a1206921dea11dfeea7870ae56c5,True,False,field_notes_runtime,skip,skip,ok,skip,below_threshold,True,no,0.66,yes,no,0.75,yes,no,0.15,no,yes,0.91,yes,no,0.49,no,yes,0.9,yes,"The cross-repository payload field and fallback are fully specified, but this is a straightforward typed exposure of an existing optional configuration pattern, with limited standalone design value.","[""routine_but_clear""]","[{""text"": ""the new field should follow the exact same pattern."", ""supports"": [""cross_repo"", ""design_context""]}]",inputs/group-1.json,requests/4760.json,reviews/group-1.json,results/4760.json,responses/4760/attempt-01.json
4762,https://github.com/OpenHands/software-agent-sdk/issues/4762,Add ready-for-dev issue and PR readiness gates,70947c2f94fdd59c198782bf602aea4efc20848112bf43f4e70b887d02e0c921,True,False,field_notes_site,skip,skip,ok,skip,below_threshold,True,no,0.82,yes,no,0.16,no,no,0.04,no,no,0.27,no,no,0.46,no,yes,0.7,yes,"The requested readiness workflow, idempotent feedback and linked-PR gates are sufficiently specified. This is repository process automation, not the runtime automation-service interaction or agent/design subject matter sought for Field notes.",[],"[{""text"": ""Linked PRs are blocked until their issue is ready."", ""supports"": [""design_context""]}]",inputs/group-3.json,requests/4762.json,reviews/group-3.json,results/4762.json,responses/4762/attempt-01.json
4763,https://github.com/OpenHands/software-agent-sdk/issues/4763,Adopt the /sockets/session/{conversation_id} envelope,9f1b1e891b0fc66fe5954c26e8decd6e1de21856e13741c4d4ff563d59ac2dd1,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.89,yes,no,0.53,no,no,0.32,no,yes,0.84,yes,yes,0.8,yes,yes,0.86,yes,"The envelope migration couples server and Canvas contracts, resumable cursors, and release pinning; moving clients into one repository does not remove version compatibility gates.",[],"[{""text"": ""The pin is the real gate"", ""supports"": [""cross_repo"", ""substance""]}]",inputs/group-1.json,requests/4763.json,reviews/group-1.json,results/4763.json,responses/4763/attempt-01.json
4765,https://github.com/OpenHands/software-agent-sdk/issues/4765,[Bug]: redact_text_secrets leaves api_key assignments with spaces around = unredacted,58a651641fe1ef2beea0b2ab90506453834b33c43f883aeb65c73b9578970dbc,True,False,field_notes_pipeline,skip,skip,ok,skip,below_threshold,True,no,0.28,no,no,0.3,no,no,0.03,no,no,0.21,no,no,0.76,yes,yes,0.91,yes,"The redaction defect and intended invariant are completely specified, including synthetic examples and whitespace variants. It is a narrow pattern-correctness repair; security importance alone does not establish complex design, agent behavior, memory, or cross-repo substance.",[],"[{""text"": ""Neither expression permits whitespace around `=`."", ""supports"": [""design_context""]}]",inputs/group-2.json,requests/4765.json,reviews/group-2.json,results/4765.json,responses/4765/attempt-01.json
4766,https://github.com/OpenHands/software-agent-sdk/issues/4766,[Bug]: HookExecutor converts exit-0 hooks with decision: null into execution failures,d37ef5334e10c4692ecd6e769cf9be18cc7955d5f4fadfd3e29670ca302414ca,True,False,field_notes_site,skip,skip,ok,write,relevant_with_substance,False,no,0.68,yes,yes,0.86,yes,no,0.03,no,no,0.15,no,no,0.85,yes,yes,0.91,yes,"The null decision parsing failure is precisely reproduced and affects the hook outcome, so its context is sufficient. The proposed change is a narrow type guard preserving the already captured subprocess result, rather than a substantial design or behavior investigation.",[],"[{""text"": ""if \""decision\"" in output_data:\n    decision_str = output_data[\""decision\""].lower()"", ""supports"": [""agent_behavior"", ""design_context""]}]",inputs/group-3.json,requests/4766.json,reviews/group-3.json,results/4766.json,responses/4766/attempt-01.json
4769,https://github.com/OpenHands/software-agent-sdk/issues/4769,[Bug]: Responses streaming overwrites a yielded completion event with stale wrapper state,90d5f1ba4ae44a0eb7f234a97e0c7f3811e1814cd5a74395eccf398d1c068854,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.81,yes,yes,0.93,yes,no,0.12,no,no,0.21,no,yes,0.87,yes,yes,0.92,yes,"A stale wrapper attribute overwrites an observed completion, turning successful model work into retries or failure. The competing sources of truth and sync/async parity provide explanatory value.",[],"[{""text"": ""a completed provider stream is converted into `LLMNoResponseError`"", ""supports"": [""design"", ""agent_behavior""]}]",inputs/group-1.json,requests/4769.json,reviews/group-1.json,results/4769.json,responses/4769/attempt-01.json
4774,https://github.com/OpenHands/software-agent-sdk/issues/4774,[Bug]: MessageEvent.visualize returns blank output for an empty TextContent block,1d3a3acd44db629588fcf92be82f038778a3124700551fca5656523b4ebc8b65,True,False,field_notes_site,skip,skip,ok,skip,below_threshold,True,no,0.6,no,no,0.29,no,no,0.18,no,no,0.24,no,no,0.81,yes,yes,0.9,yes,"The empty-message placeholder inconsistency is thoroughly explained with a narrow rendering fix. It changes the visualizer only, not agent context, behavior or a substantial design contract.",[],"[{""text"": ""The underlying event remains valid, but the default conversation visualizer omits it."", ""supports"": [""design_context""]}]",inputs/group-3.json,requests/4774.json,reviews/group-3.json,results/4774.json,responses/4774/attempt-01.json
4776,https://github.com/OpenHands/software-agent-sdk/issues/4776,[Bug]: MCPToolObservation silently discards structuredContent and result _meta,39cf0a2bd8be203e623db5dcb803ee38eab4dc3e0ebb9b620e7b7b976eaeda46,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.9,yes,no,0.94,yes,no,0.6,no,yes,0.37,no,yes,0.83,yes,yes,0.87,yes,"Loss at the SDK conversion boundary prevents Canvas and other consumers receiving protocol metadata. Preserving structured fields while masking secrets and excluding them from model content is a meaningful schema/security design, even though the agent prompt stays unchanged.",[],"[{""text"": ""The fields stay out of the content sent to the model"", ""supports"": [""design"", ""design_context""]}]",inputs/group-3.json,requests/4776.json,reviews/group-3.json,results/4776.json,responses/4776/attempt-01.json
4777,https://github.com/OpenHands/software-agent-sdk/issues/4777,[Bug]: ParallelToolExecutor starts a pending tool after cancellation while waiting for a resource lock,59a3179bbaf0dde9d8f72d1c543e702367dcf3ffb0ac8ade2a88e8c92f554dc6,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.85,yes,yes,0.94,yes,no,0.03,no,no,0.21,no,yes,0.88,yes,yes,0.9,yes,"The lock wait opens a cancellation race that can start real tools after a user interrupt. Even with a compact proposed fix, execution ordering, cancellation guarantees and sync/async parity make this a substantive agent-control issue.",[],"[{""text"": ""a queued file, terminal, browser, or other resource-using operation can begin after the user has interrupted the run."", ""supports"": [""agent_behavior"", ""substance"", ""design_context""]}]",inputs/group-3.json,requests/4777.json,reviews/group-3.json,results/4777.json,responses/4777/attempt-01.json
4781,https://github.com/OpenHands/software-agent-sdk/issues/4781,Add a server-side tool for launching same-backend child conversations,6777afb3d91bad5da23f18889d55df75c3cfeefefa854f082cdbb288df02630b,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.94,yes,yes,0.84,yes,no,0.23,no,yes,0.74,yes,yes,0.83,yes,yes,0.86,yes,"Moving child creation from replayable browser callbacks to the owning server changes side-effect ownership, duplicate prevention, and parent/workspace contracts. The SDK and Canvas responsibilities are explicit and the request intentionally bounds cross-backend scope.",[],"[{""text"": ""Canvas should only render the tool action/result; it should not execute the launch."", ""supports"": [""design"", ""cross_repo"", ""design_context""]}]",inputs/group-2.json,requests/4781.json,reviews/group-2.json,results/4781.json,responses/4781/attempt-01.json
4798,https://github.com/OpenHands/software-agent-sdk/issues/4798,TypeScript client endpoint audit fails on every fork PR: comment POST 403s with a read-only token,44a6a437f5923a5388d067e33293465322991b61746597d1520dac7a6971a18f,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.69,yes,no,0.1,no,no,0.02,no,no,0.22,no,yes,0.82,yes,yes,0.9,yes,The check confuses audit validity with permission to publish its report. The same-repo comment versus universal job-summary design preserves fork safety without broadening privileges.,[],"[{""text"": ""No permission change and no move to `pull_request_target`"", ""supports"": [""design"", ""substance""]}]",inputs/group-1.json,requests/4798.json,reviews/group-1.json,results/4798.json,responses/4798/attempt-01.json
4800,https://github.com/OpenHands/software-agent-sdk/issues/4800,[Bug]: ConversationService: stored fields mutated in memory before save_meta() with no rollback on failure,b8eb60fd90bfe679e66331ff7ae280e728aa49be26a94cc280f570eceb8991cd,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.89,yes,no,0.47,no,no,0.88,yes,no,0.18,no,yes,0.87,yes,yes,0.89,yes,"Mutating live metadata before failed persistence leaves contradictory authorities across restart. A consistent commit ordering offers a useful transactional-state lesson, although this is not agent memory itself.",[],"[{""text"": ""the in-memory state is ahead of disk."", ""supports"": [""design"", ""substance""]}]",inputs/group-1.json,requests/4800.json,reviews/group-1.json,results/4800.json,responses/4800/attempt-01.json
4810,https://github.com/OpenHands/software-agent-sdk/issues/4810,"[Bug]: confirmation_policy, security_analyzer, and secrets mutations not persisted to meta.json",764f102286748405941400b1c5028f772ce2dff90e89539a7b93f17df7be9ded,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.73,yes,yes,0.61,no,no,0.95,yes,no,0.18,no,yes,0.81,yes,yes,0.91,yes,"Two sources of conversation state disagree after mutations, silently restoring obsolete security policy and secrets on reload. This is a consequential persistence/authority boundary affecting agent permissions, rather than agent memory in the context-management sense.",[],"[{""text"": ""the changes are silently reverted after eviction or server restart."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-3.json,requests/4810.json,reviews/group-3.json,results/4810.json,responses/4810/attempt-01.json
4811,https://github.com/OpenHands/software-agent-sdk/issues/4811,[Bug]: fork sets title by injecting into state.tags instead of a dedicated field,76113dc77951827c65169c6fb793834b032f022ee4d68239a71785315104e4ae,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.93,yes,no,0.3,no,no,0.68,yes,no,0.49,no,yes,0.86,yes,yes,0.85,yes,"Fork titles pollute the user-defined tag map because standalone and server metadata ownership differ. It gives a clear symptom and explicitly raises where title belongs, a modest but real domain-model boundary question rather than a missing-description case.",[],"[{""text"": ""The fix may require deciding where title lives in the standalone SDK context."", ""supports"": [""design"", ""design_context""]}]",inputs/group-3.json,requests/4811.json,reviews/group-3.json,results/4811.json,responses/4811/attempt-01.json
4812,https://github.com/OpenHands/software-agent-sdk/issues/4812,ACP: fable missing from Claude Code model picker suggestions,037d14fb35c5e65c54825da7397cced1aac5161fd0ba3ced1fda896864ff8259,True,False,field_notes_runtime,skip,skip,ok,skip,below_threshold,True,no,0.19,no,no,0.25,no,no,0.03,no,yes,0.46,no,no,0.25,no,yes,0.93,yes,"The requested model-list entry is explicit and sufficient, and its picker connection is concrete. It is a routine discoverability update rather than an explanatory design investigation.","[""routine_but_clear""]","[{""text"": ""adding `ACPModelOption(id=\""fable\"", label=\""Claude Fable\"")` to `_CLAUDE_MODELS`"", ""supports"": [""design_context""]}]",inputs/group-1.json,requests/4812.json,reviews/group-1.json,results/4812.json,responses/4812/attempt-01.json
4820,https://github.com/OpenHands/software-agent-sdk/issues/4820,"[Epic] Built-in ACP harness parity: Kimi, OpenCode, Pi, Hermes, Antigravity",b40a0623f99a45890272b38e8b97e47c6244550ccc04afd3256db3cdf11970a2,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.92,yes,yes,0.82,yes,no,0.2,no,yes,0.76,yes,yes,0.85,yes,yes,0.75,yes,"The epic distinguishes registry capability, actual harness behavior, installation economics and downstream monitoring. It defines concrete parity contracts rather than equating a registry entry with working support.","[""overlapping_issue""]","[{""text"": ""Registry membership is not image membership"", ""supports"": [""design"", ""substance""]}]",inputs/group-1.json,requests/4820.json,reviews/group-1.json,results/4820.json,responses/4820/attempt-01.json
4829,https://github.com/OpenHands/software-agent-sdk/issues/4829,Introduce an explicit interrupt / steer / queue control plane for user messages (ACP parity),c406d9d0ef0b83b9b383993344fbba1ef792b76c12c87a5502724c41194114be,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.96,yes,yes,0.95,yes,yes,0.21,no,yes,0.7,yes,yes,0.89,yes,yes,0.82,yes,"Interrupt, steer and queue define when user information enters an agent turn and how cancellation behaves. Canvas message loss and UI projection provide concrete downstream interactions, not just repository mentions.",[],"[{""text"": ""steer = at the next step boundary, still inside the current turn; queue = only once the turn has fully finished."", ""supports"": [""design"", ""agent_behavior"", ""memory""]}]",inputs/group-3.json,requests/4829.json,reviews/group-3.json,results/4829.json,responses/4829/attempt-01.json
4833,https://github.com/OpenHands/software-agent-sdk/issues/4833,ACP downstream CI: what each consuming repo must assert against the SDK registry,1c1399385be55fec1752dbb118b68592f3b4da6410b8801a3787ae438fa05829,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.94,yes,yes,0.89,yes,no,0.18,no,yes,0.92,yes,yes,0.86,yes,yes,0.79,yes,"The issue specifies registry-evolution contracts across the SDK and Canvas plus other consumers, including intentional provider subsets, capability gating, and realistic telemetry. This is substantial integration design rather than simply adding CI jobs.",[],"[{""text"": ""One contract, four consumers."", ""supports"": [""design"", ""cross_repo""]}]",inputs/group-2.json,requests/4833.json,reviews/group-2.json,results/4833.json,responses/4833/attempt-01.json
4837,https://github.com/OpenHands/software-agent-sdk/issues/4837,[Bug]: MCP reconnect remains broken after transient HTTP error,ebb1e43a82abd88c1ac66ce953d64fa0c60bba93c5cdfd7ea52670ce536c1c99,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.86,yes,yes,0.91,yes,no,0.06,no,no,0.58,no,yes,0.84,yes,yes,0.81,yes,A terminated session retains ownership state and turns a transient failure into permanent tool failure. The next-call recovery contract and dependency-version tradeoff are explicit.,[],"[{""text"": ""leaves the nesting counter nonzero"", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/4837.json,reviews/group-1.json,results/4837.json,responses/4837/attempt-01.json
4840,https://github.com/OpenHands/software-agent-sdk/issues/4840,test_acp_agent.py flakes ~57% of runs: TestACPAgentCleanup counts other agents' _finalize calls,b322a330efd882211f9a512beb270feebda3a73a4fa210d109e2b52b3374d04c,True,False,field_notes_site,skip,skip,ok,write,relevant_with_substance,False,no,0.78,yes,no,0.26,no,no,0.06,no,no,0.15,no,no,0.85,yes,yes,0.84,yes,"This is a well-explained test-isolation problem with class-level mocks counting other instances' cleanup. The requested change explicitly leaves production code unchanged, so it is ordinary test maintenance rather than an agent behavior investigation.",[],"[{""text"": ""No change to `ACPAgent` production code"", ""supports"": [""design_context""]}]",inputs/group-3.json,requests/4840.json,reviews/group-3.json,results/4840.json,responses/4840/attempt-01.json
4841,https://github.com/OpenHands/software-agent-sdk/issues/4841,Each client declares which ACP harnesses it offers — adding one to the SDK must not reach Cloud or Replicated,65aeb8d1ccbbc2e97361095e90f73d37652f38f35a8377bedc395e119487f5d3,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.96,yes,yes,0.61,no,no,0.07,no,yes,0.85,yes,yes,0.91,yes,yes,0.81,yes,"This explicitly separates SDK registry knowledge from client deployment policy, with Canvas/OpenHands and other consumers enforcing their own offerings. It explains why UI filtering, images and runtime capability discovery cannot substitute for start-time enforcement.",[],"[{""text"": ""The SDK stays a registry and carries no deployment policy."", ""supports"": [""design"", ""cross_repo"", ""design_context""]}]",inputs/group-3.json,requests/4841.json,reviews/group-3.json,results/4841.json,responses/4841/attempt-01.json
4846,https://github.com/OpenHands/software-agent-sdk/issues/4846,[Bug]: WebSocket clients ignore Node's global WebSocket in ESM builds,aa47eb6978ec2ff3a861c0e753bd8d0734e8c47d6b8c21e3335a691ada66d38c,True,False,field_notes_pipeline,skip,skip,ok,write,relevant_with_substance,False,no,0.66,yes,no,0.59,no,no,0.02,no,no,0.18,no,no,0.83,yes,yes,0.87,yes,"The report clearly identifies a missing native WebSocket detection branch and expected ESM behavior. Unlike a broader transport abstraction decision, this asks for a straightforward compatibility fix with an explicit regression target.",[],"[{""text"": ""only check window.WebSocket, then attempt require(\""ws\"")."", ""supports"": [""design_context""]}]",inputs/group-2.json,requests/4846.json,reviews/group-2.json,results/4846.json,responses/4846/attempt-01.json
4847,https://github.com/OpenHands/software-agent-sdk/issues/4847,[Bug]: RemoteConversation.fork() ignores title in server response; test mocks wrong server shape,03d70b4c3c3e74ef50ad62bbb27b3110ced3879a1761587efefd352f7866773f,True,False,field_notes_pipeline,skip,skip,ok,skip,below_threshold,True,no,0.63,no,no,0.26,no,no,0.4,no,no,0.42,no,no,0.73,yes,yes,0.9,yes,"This is a clearly specified missing response-field assignment plus an inaccurate mock. The title-versus-tags wire shape explains the bug sufficiently, but the requested repair is routine client correctness without a broader design or agent-behavior question.",[],"[{""text"": ""the `title` field is ignored entirely."", ""supports"": [""design_context""]}]",inputs/group-2.json,requests/4847.json,reviews/group-2.json,results/4847.json,responses/4847/attempt-01.json
4849,https://github.com/OpenHands/software-agent-sdk/issues/4849,[Feature]: Derive ConversationInfo from ConversationState + StoredConversation instead of re-declaring fields,c0ea260e6ef4a5a5166439048c9b577793d01686b598d2ac0dc4305fa0401b7a,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.95,yes,no,0.26,no,no,0.5,no,no,0.44,no,yes,0.88,yes,yes,0.85,yes,"The issue exposes a silent schema drift boundary between persisted/runtime models and wire responses, and compares typed construction with a structural API change. This is concrete design work; no agent decision or memory behavior is established.",[],"[{""text"": ""The mapping from source model to wire shape should be explicit and type-checked"", ""supports"": [""design"", ""design_context""]}]",inputs/group-3.json,requests/4849.json,reviews/group-3.json,results/4849.json,responses/4849/attempt-01.json
4850,https://github.com/OpenHands/software-agent-sdk/issues/4850,Anomalyco/OpenCode requires x-opencode-session through LiteLLM in just 3 days,e598272cdddd2460bcec2ca921fc5d84016ede2f1213ffde6a9d0d7ade3c60de,True,False,field_notes_runtime,investigate,write,ok,defer,uncertain_design_context,False,yes,0.91,yes,yes,0.69,yes,no,0.06,no,no,0.62,no,yes,0.75,yes,yes,0.44,no,"A provider's new required header exposes end-to-end responsibility between the SDK and inference adapter. The unresolved choice of where to forward it is a meaningful transport contract question, not missing author intent.","[""standalone_issue_scope""]","[{""text"": ""accept a header (eg. from OpenHands) to pass it further"", ""supports"": [""design"", ""design_context""]}]",inputs/group-1.json,requests/4850.json,reviews/group-1.json,results/4850.json,responses/4850/attempt-01.json
4852,https://github.com/OpenHands/software-agent-sdk/issues/4852,Feature: expose a completed subagent task's terminal ActionEvents (or an on-complete callback) for custom delegation tools,ee8e83cf1457c01b7d7aabd8aba47db51b9916b870195b424b7657b2dce0cf11,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.95,yes,yes,0.87,yes,yes,0.79,yes,no,0.38,no,yes,0.84,yes,yes,0.79,yes,"Child teardown destroys structured return evidence while the supported result channel exposes only prose. Snapshot, callback and structured-return alternatives raise a clear delegation and result-lifetime contract.",[],"[{""text"": ""the child's final prose/finish message, not its terminal ActionEvents."", ""supports"": [""agent_behavior"", ""memory"", ""design""]}]",inputs/group-1.json,requests/4852.json,reviews/group-1.json,results/4852.json,responses/4852/attempt-01.json
